Index   V(VIN_COMMON)         V(VQ)            V(VQB)      
477      4.52000000e-01    7.91914950e-02    2.41902929e-06
478      4.54000000e-01    7.86354173e-02    2.28842982e-06
479      4.56000000e-01    7.80961964e-02    2.16753492e-06
480      4.58000000e-01    7.75732575e-02    2.05559196e-06
481      4.60000000e-01    7.70660429e-02    1.95190959e-06
482      4.62000000e-01    7.65740121e-02    1.85585254e-06
483      4.64000000e-01    7.60966420e-02    1.76683696e-06
484      4.66000000e-01    7.56334270e-02    1.68432603e-06
485      4.68000000e-01    7.51838785e-02    1.60782608e-06
486      4.70000000e-01    7.47475248e-02    1.53688295e-06
487      4.72000000e-01    7.43239107e-02    1.47107873e-06
488      4.74000000e-01    7.39125974e-02    1.41002876e-06
489      4.76000000e-01    7.35131618e-02    1.35337882e-06
490      4.78000000e-01    7.31251960e-02    1.30080270e-06
491      4.80000000e-01    7.27483074e-02    1.25199984e-06
492      4.82000000e-01    7.23821173e-02    1.20669325e-06
493      4.84000000e-01    7.20262614e-02    1.16462759e-06
494      4.86000000e-01    7.16803887e-02    1.12556738e-06
495      4.88000000e-01    7.13441612e-02    1.08929542e-06
496      4.90000000e-01    7.10172535e-02    1.05561128e-06
497      4.92000000e-01    7.06993523e-02    1.02433000e-06
498      4.94000000e-01    7.03901560e-02    9.95280761e-07
499      4.96000000e-01    7.00893740e-02    9.68305832e-07
500      4.98000000e-01    6.97967267e-02    9.43259484e-07
501      5.00000000e-01    6.95119449e-02    9.20007042e-07
502      0.00000000e+00    4.99995565e-01    4.99997563e-01
503      2.00000000e-03    4.99995355e-01    4.99997563e-01
504      4.00000000e-03    4.99995131e-01    4.99997576e-01
505      6.00000000e-03    4.99994892e-01    4.99997588e-01
506      8.00000000e-03    4.99994638e-01    4.99997600e-01
507      1.00000000e-02    4.99994367e-01    4.99997612e-01
508      1.20000000e-02    4.99994079e-01    4.99997624e-01
509      1.40000000e-02    4.99993771e-01    4.99997636e-01
510      1.60000000e-02    4.99993443e-01    4.99997647e-01
511      1.80000000e-02    4.99993093e-01    4.99997659e-01
512      2.00000000e-02    4.99992720e-01    4.99997670e-01
513      2.20000000e-02    4.99992322e-01    4.99997682e-01
514      2.40000000e-02    4.99991897e-01    4.99997693e-01
515      2.60000000e-02    4.99991443e-01    4.99997704e-01
516      2.80000000e-02    4.99990958e-01    4.99997715e-01
517      3.00000000e-02    4.99990441e-01    4.99997726e-01
518      3.20000000e-02    4.99989888e-01    4.99997737e-01
519      3.40000000e-02    4.99989298e-01    4.99997748e-01
520      3.60000000e-02    4.99988666e-01    4.99997759e-01
521      3.80000000e-02    4.99987991e-01    4.99997769e-01
522      4.00000000e-02    4.99987269e-01    4.99997780e-01
523      4.20000000e-02    4.99986497e-01    4.99997790e-01
524      4.40000000e-02    4.99985670e-01    4.99997801e-01
525      4.60000000e-02    4.99984785e-01    4.99997811e-01
526      4.80000000e-02    4.99983838e-01    4.99997821e-01
527      5.00000000e-02    4.99982823e-01    4.99997831e-01
528      5.20000000e-02    4.99981736e-01    4.99997842e-01
529      5.40000000e-02    4.99980571e-01    4.99997852e-01
530      5.60000000e-02    4.99979322e-01    4.99997861e-01
531      5.80000000e-02    4.99977982e-01    4.99997871e-01
532      6.00000000e-02    4.99976545e-01    4.99997881e-01
533      6.20000000e-02    4.99975002e-01    4.99997890e-01
534      6.40000000e-02    4.99973346e-01    4.99997900e-01
535      6.60000000e-02    4.99971568e-01    4.99997909e-01
536      6.80000000e-02    4.99969657e-01    4.99997918e-01
537      7.00000000e-02    4.99967604e-01    4.99997927e-01
538      7.20000000e-02    4.99965397e-01    4.99997936e-01
539      7.40000000e-02    4.99963024e-01    4.99997945e-01
540      7.60000000e-02    4.99960471e-01    4.99997953e-01
541      7.80000000e-02    4.99957723e-01    4.99997961e-01
542      8.00000000e-02    4.99954764e-01    4.99997969e-01
543      8.20000000e-02    4.99951579e-01    4.99997976e-01
544      8.40000000e-02    4.99948146e-01    4.99997983e-01
545      8.60000000e-02    4.99944447e-01    4.99997990e-01
546      8.80000000e-02    4.99940458e-01    4.99997996e-01
547      9.00000000e-02    4.99936156e-01    4.99998002e-01
548      9.20000000e-02    4.99931515e-01    4.99998007e-01
549      9.40000000e-02    4.99926505e-01    4.99998011e-01
550      9.60000000e-02    4.99921095e-01    4.99998015e-01
551      9.80000000e-02    4.99915251e-01    4.99998018e-01
552      1.00000000e-01    4.99908936e-01    4.99998021e-01
553      1.02000000e-01    4.99902109e-01    4.99998022e-01
554      1.04000000e-01    4.99894727e-01    4.99998022e-01
555      1.06000000e-01    4.99886740e-01    4.99998021e-01
556      1.08000000e-01    4.99878095e-01    4.99998019e-01
557      1.10000000e-01    4.99868736e-01    4.99998015e-01
558      1.12000000e-01    4.99858599e-01    4.99998010e-01
559      1.14000000e-01    4.99847616e-01    4.99998004e-01
560      1.16000000e-01    4.99835710e-01    4.99997995e-01
561      1.18000000e-01    4.99822800e-01    4.99997985e-01
562      1.20000000e-01    4.99808795e-01    4.99997972e-01
563      1.22000000e-01    4.99793598e-01    4.99997957e-01
564      1.24000000e-01    4.99777099e-01    4.99997939e-01
565      1.26000000e-01    4.99759181e-01    4.99997918e-01
566      1.28000000e-01    4.99739713e-01    4.99997893e-01
567      1.30000000e-01    4.99718555e-01    4.99997865e-01
568      1.32000000e-01    4.99695550e-01    4.99997833e-01
569      1.34000000e-01    4.99670528e-01    4.99997796e-01
570      1.36000000e-01    4.99643301e-01    4.99997754e-01
571      1.38000000e-01    4.99613663e-01    4.99997706e-01
572      1.40000000e-01    4.99581390e-01    4.99997651e-01
573      1.42000000e-01    4.99546232e-01    4.99997589e-01
574      1.44000000e-01    4.99507917e-01    4.99997518e-01
575      1.46000000e-01    4.99466146e-01    4.99997437e-01
576      1.48000000e-01    4.99420589e-01    4.99997345e-01
577      1.50000000e-01    4.99370883e-01    4.99997240e-01
578      1.52000000e-01    4.99316629e-01    4.99997121e-01
579      1.54000000e-01    4.99257386e-01    4.99996984e-01
580      1.56000000e-01    4.99192671e-01    4.99996828e-01
581      1.58000000e-01    4.99121947e-01    4.99996650e-01
582      1.60000000e-01    4.99044624e-01    4.99996445e-01
583      1.62000000e-01    4.98960051e-01    4.99996210e-01
584      1.64000000e-01    4.98867506e-01    4.99995941e-01
585      1.66000000e-01    4.98766191e-01    4.99995630e-01
586      1.68000000e-01    4.98655225e-01    4.99995272e-01
587      1.70000000e-01    4.98533628e-01    4.99994859e-01
588      1.72000000e-01    4.98400314e-01    4.99994381e-01
589      1.74000000e-01    4.98254078e-01    4.99993829e-01
590      1.76000000e-01    4.98093577e-01    4.99993188e-01
591      1.78000000e-01    4.97917317e-01    4.99992445e-01
592      1.80000000e-01    4.97723633e-01    4.99991582e-01
593      1.82000000e-01    4.97510660e-01    4.99990578e-01
594      1.84000000e-01    4.97276315e-01    4.99989410e-01
595      1.86000000e-01    4.97018257e-01    4.99988048e-01
596      1.88000000e-01    4.96733856e-01    4.99986461e-01
597      1.90000000e-01    4.96420145e-01    4.99984608e-01
598      1.92000000e-01    4.96073772e-01    4.99982443e-01
599      1.94000000e-01    4.95690930e-01    4.99979912e-01
600      1.96000000e-01    4.95267286e-01    4.99976952e-01
601      1.98000000e-01    4.94797886e-01    4.99973487e-01
602      2.00000000e-01    4.94277035e-01    4.99969428e-01
603      2.02000000e-01    4.93698158e-01    4.99964671e-01
604      2.04000000e-01    4.93053609e-01    4.99959092e-01
605      2.06000000e-01    4.92334437e-01    4.99952547e-01
606      2.08000000e-01    4.91530080e-01    4.99944865e-01
607      2.10000000e-01    4.90627947e-01    4.99935843e-01
608      2.12000000e-01    4.89612869e-01    4.99925244e-01
609      2.14000000e-01    4.88466326e-01    4.99912785e-01
610      2.16000000e-01    4.87165351e-01    4.99898133e-01
611      2.18000000e-01    4.85680938e-01    4.99880897e-01
612      2.20000000e-01    4.83975618e-01    4.99860609e-01
613      2.22000000e-01    4.81999657e-01    4.99836719e-01
614      2.24000000e-01    4.79684781e-01    4.99808574e-01
615      2.26000000e-01    4.76933220e-01    4.99775397e-01
616      2.28000000e-01    4.73597208e-01    4.99736268e-01
617      2.30000000e-01    4.69437138e-01    4.99690088e-01
618      2.32000000e-01    4.64026360e-01    4.99635549e-01
619      2.34000000e-01    4.56503039e-01    4.99571087e-01
620      2.36000000e-01    4.44820959e-01    4.99494825e-01
621      2.38000000e-01    4.23503483e-01    4.99404509e-01
622      2.40000000e-01    3.82769711e-01    4.99297417e-01
623      2.42000000e-01    3.28014599e-01    4.99170245e-01
624      2.44000000e-01    2.90136467e-01    4.99018967e-01
625      2.46000000e-01    2.70146240e-01    4.98838632e-01
626      2.48000000e-01    2.57571854e-01    4.98623107e-01
627      2.50000000e-01    2.48485889e-01    4.98364733e-01
628      2.52000000e-01    2.41362119e-01    4.98053817e-01
629      2.54000000e-01    2.35481912e-01    4.97677912e-01
630      2.56000000e-01    2.30455076e-01    4.97220727e-01
631      2.58000000e-01    2.26047481e-01    4.96660437e-01
632      2.60000000e-01    2.22107985e-01    4.95966887e-01
633      2.62000000e-01    2.18533478e-01    4.95096697e-01
634      2.64000000e-01    2.15250520e-01    4.93983914e-01
635      2.66000000e-01    2.12204976e-01    4.92519933e-01
636      2.68000000e-01    2.09355808e-01    4.90502315e-01
637      2.70000000e-01    2.06671177e-01    4.87459828e-01
638      2.72000000e-01    2.04125897e-01    4.81426998e-01
639      2.74000000e-01    2.01699711e-01    4.32722535e-03
640      2.76000000e-01    1.99376098e-01    3.90818865e-03
641      2.78000000e-01    1.97141413e-01    3.53181369e-03
642      2.80000000e-01    1.94984269e-01    3.19373554e-03
643      2.82000000e-01    1.92895076e-01    2.88971763e-03
644      2.84000000e-01    1.90865688e-01    2.61605411e-03
645      2.86000000e-01    1.88889137e-01    2.36949168e-03
646      2.88000000e-01    1.86959424e-01    2.14716507e-03
647      2.90000000e-01    1.85071356e-01    1.94654353e-03
648      2.92000000e-01    1.83220415e-01    1.76538596e-03
649      2.94000000e-01    1.81402651e-01    1.60170318e-03
650      2.96000000e-01    1.79614604e-01    1.45372593e-03
651      2.98000000e-01    1.77853229e-01    1.31987759e-03
652      3.00000000e-01    1.76115831e-01    1.19875087e-03
653      3.02000000e-01    1.74400024e-01    1.08908765e-03
654      3.04000000e-01    1.72703689e-01    9.89761670e-04
655      3.06000000e-01    1.71024945e-01    8.99763439e-04
656      3.08000000e-01    1.69362113e-01    8.18187096e-04
657      3.10000000e-01    1.67713698e-01    7.44218951e-04
658      3.12000000e-01    1.66078364e-01    6.77127422e-04
659      3.14000000e-01    1.64454921e-01    6.16254197e-04
660      3.16000000e-01    1.62842303e-01    5.61006432e-04
661      3.18000000e-01    1.61239561e-01    5.10849869e-04
662      3.20000000e-01    1.59645849e-01    4.65302736e-04
663      3.22000000e-01    1.58060412e-01    4.23930329e-04
664      3.24000000e-01    1.56482583e-01    3.86340205e-04
665      3.26000000e-01    1.54911770e-01    3.52177896e-04
666      3.28000000e-01    1.53347454e-01    3.21123083e-04
667      3.30000000e-01    1.51789181e-01    2.92886184e-04
668      3.32000000e-01    1.50236448e-01    2.67205301e-04
669      3.34000000e-01    1.48688717e-01    2.43843486e-04
670      3.36000000e-01    1.47145706e-01    2.22586287e-04
671      3.38000000e-01    1.45607190e-01    2.03239551e-04
672      3.40000000e-01    1.44072996e-01    1.85627449e-04
673      3.42000000e-01    1.42542998e-01    1.69590701e-04
674      3.44000000e-01    1.41017117e-01    1.54984977e-04
675      3.46000000e-01    1.39495325e-01    1.41679460e-04
676      3.48000000e-01    1.37977638e-01    1.29555553e-04
677      3.50000000e-01    1.36464277e-01    1.18506134e-04
678      3.52000000e-01    1.34955715e-01    1.08434497e-04
679      3.54000000e-01    1.33452131e-01    9.92518220e-05
680      3.56000000e-01    1.31953741e-01    9.08774975e-05
681      3.58000000e-01    1.30460813e-01    8.32383926e-05
682      3.60000000e-01    1.28973674e-01    7.62681463e-05
683      3.62000000e-01    1.27492711e-01    6.99065280e-05
684      3.64000000e-01    1.26018370e-01    6.40988587e-05
685      3.66000000e-01    1.24551165e-01    5.87954890e-05
686      3.68000000e-01    1.23091674e-01    5.39513261e-05
687      3.70000000e-01    1.21640547e-01    4.95254078e-05
688      3.72000000e-01    1.20198505e-01    4.54805154e-05
689      3.74000000e-01    1.18766338e-01    4.17828247e-05
690      3.76000000e-01    1.17344911e-01    3.84015903e-05
691      3.78000000e-01    1.15935157e-01    3.53088587e-05
692      3.80000000e-01    1.14538076e-01    3.24792100e-05
693      3.82000000e-01    1.13154731e-01    2.98895232e-05
694      3.84000000e-01    1.11786234e-01    2.75187635e-05
695      3.86000000e-01    1.10433746e-01    2.53477904e-05
696      3.88000000e-01    1.09098452e-01    2.33591830e-05
697      3.90000000e-01    1.07781557e-01    2.15370822e-05
698      3.92000000e-01    1.06484261e-01    1.98670473e-05
699      3.94000000e-01    1.05207745e-01    1.83359265e-05
700      3.96000000e-01    1.03953147e-01    1.69317391e-05
701      3.98000000e-01    1.02721546e-01    1.56435685e-05
702      4.00000000e-01    1.01513941e-01    1.44614657e-05
703      4.02000000e-01    1.00331231e-01    1.33763613e-05
704      4.04000000e-01    9.91742083e-02    1.23799859e-05
705      4.06000000e-01    9.80435377e-02    1.14647974e-05
706      4.08000000e-01    9.69397549e-02    1.06239160e-05
707      4.10000000e-01    9.58632606e-02    9.85106388e-06
708      4.12000000e-01    9.48143206e-02    9.14051152e-06
709      4.14000000e-01    9.37930691e-02    8.48702844e-06
710      4.16000000e-01    9.27995156e-02    7.88583848e-06
711      4.18000000e-01    9.18335535e-02    7.33257927e-06
712      4.20000000e-01    9.08949704e-02    6.82326539e-06
713      4.22000000e-01    8.99834599e-02    6.35425483e-06
714      4.24000000e-01    8.90986339e-02    5.92221857e-06
715      4.26000000e-01    8.82400345e-02    5.52411284e-06
716      4.28000000e-01    8.74071456e-02    5.15715402e-06
717      4.30000000e-01    8.65994045e-02    4.81879566e-06
718      4.32000000e-01    8.58162115e-02    4.50670771e-06
719      4.34000000e-01    8.50569391e-02    4.21875749e-06
720      4.36000000e-01    8.43209406e-02    3.95299253e-06
721      4.38000000e-01    8.36075567e-02    3.70762479e-06
722      4.40000000e-01    8.29161219e-02    3.48101638e-06
723      4.42000000e-01    8.22459691e-02    3.27166656e-06
724      4.44000000e-01    8.15964348e-02    3.07819986e-06
725      4.46000000e-01    8.09668618e-02    2.89935526e-06
726      4.48000000e-01    8.03566025e-02    2.73397636e-06
727      4.50000000e-01    7.97650210e-02    2.58100242e-06
728      4.52000000e-01    7.91914950e-02    2.43946011e-06
729      4.54000000e-01    7.86354173e-02    2.30845612e-06
730      4.56000000e-01    7.80961964e-02    2.18717031e-06
731      4.58000000e-01    7.75732575e-02    2.07484952e-06
732      4.60000000e-01    7.70660429e-02    1.97080186e-06
733      4.62000000e-01    7.65740121e-02    1.87439159e-06
734      4.64000000e-01    7.60966420e-02    1.78503437e-06
735      4.66000000e-01    7.56334270e-02    1.70219294e-06
736      4.68000000e-01    7.51838785e-02    1.62537318e-06
737      4.70000000e-01    7.47475248e-02    1.55412054e-06
738      4.72000000e-01    7.43239107e-02    1.48801670e-06
739      4.74000000e-01    7.39125974e-02    1.42667662e-06
740      4.76000000e-01    7.35131618e-02    1.36974572e-06
741      4.78000000e-01    7.31251960e-02    1.31689745e-06
742      4.80000000e-01    7.27483074e-02    1.26783090e-06
743      4.82000000e-01    7.23821173e-02    1.22226878e-06
744      4.84000000e-01    7.20262614e-02    1.17995543e-06
745      4.86000000e-01    7.16803887e-02    1.14065508e-06
746      4.88000000e-01    7.13441612e-02    1.10415026e-06
747      4.90000000e-01    7.10172535e-02    1.07024028e-06
748      4.92000000e-01    7.06993523e-02    1.03873989e-06
749      4.94000000e-01    7.03901560e-02    1.00947806e-06
750      4.96000000e-01    7.00893740e-02    9.82296797e-07
751      4.98000000e-01    6.97967267e-02    9.57050158e-07
752      5.00000000e-01    6.95119449e-02    9.33603248e-07
753      0.00000000e+00    4.99995565e-01    4.99997552e-01
754      2.00000000e-03    4.99995355e-01    4.99997564e-01
755      4.00000000e-03    4.99995131e-01    4.99997577e-01
756      6.00000000e-03    4.99994892e-01    4.99997589e-01
757      8.00000000e-03    4.99994638e-01    4.99997601e-01
758      1.00000000e-02    4.99994367e-01    4.99997613e-01
759      1.20000000e-02    4.99994079e-01    4.99997625e-01
760      1.40000000e-02    4.99993771e-01    4.99997637e-01
761      1.60000000e-02    4.99993443e-01    4.99997649e-01
762      1.80000000e-02    4.99993093e-01    4.99997660e-01
763      2.00000000e-02    4.99992720e-01    4.99997672e-01
764      2.20000000e-02    4.99992322e-01    4.99997683e-01
765      2.40000000e-02    4.99991897e-01    4.99997694e-01
766      2.60000000e-02    4.99991443e-01    4.99997706e-01
767      2.80000000e-02    4.99990958e-01    4.99997717e-01
768      3.00000000e-02    4.99990441e-01    4.99997728e-01
769      3.20000000e-02    4.99989888e-01    4.99997739e-01
770      3.40000000e-02    4.99989298e-01    4.99997750e-01
771      3.60000000e-02    4.99988666e-01    4.99997760e-01
772      3.80000000e-02    4.99987991e-01    4.99997771e-01
773      4.00000000e-02    4.99987269e-01    4.99997782e-01
774      4.20000000e-02    4.99986497e-01    4.99997792e-01
775      4.40000000e-02    4.99985670e-01    4.99997803e-01
776      4.60000000e-02    4.99984785e-01    4.99997813e-01
777      4.80000000e-02    4.99983838e-01    4.99997823e-01
778      5.00000000e-02    4.99982823e-01    4.99997833e-01
779      5.20000000e-02    4.99981736e-01    4.99997843e-01
780      5.40000000e-02    4.99980571e-01    4.99997854e-01
781      5.60000000e-02    4.99979322e-01    4.99997863e-01
782      5.80000000e-02    4.99977982e-01    4.99997873e-01
783      6.00000000e-02    4.99976545e-01    4.99997883e-01
784      6.20000000e-02    4.99975002e-01    4.99997893e-01
785      6.40000000e-02    4.99973346e-01    4.99997902e-01
786      6.60000000e-02    4.99971568e-01    4.99997912e-01
787      6.80000000e-02    4.99969657e-01    4.99997921e-01
788      7.00000000e-02    4.99967604e-01    4.99997930e-01
789      7.20000000e-02    4.99965397e-01    4.99997939e-01
790      7.40000000e-02    4.99963024e-01    4.99997947e-01
791      7.60000000e-02    4.99960471e-01    4.99997956e-01
792      7.80000000e-02    4.99957723e-01    4.99997964e-01
793      8.00000000e-02    4.99954764e-01    4.99997972e-01
794      8.20000000e-02    4.99951579e-01    4.99997979e-01
795      8.40000000e-02    4.99948146e-01    4.99997986e-01
796      8.60000000e-02    4.99944447e-01    4.99997993e-01
797      8.80000000e-02    4.99940458e-01    4.99997999e-01
798      9.00000000e-02    4.99936156e-01    4.99998005e-01
799      9.20000000e-02    4.99931515e-01    4.99998010e-01
800      9.40000000e-02    4.99926505e-01    4.99998015e-01
801      9.60000000e-02    4.99921095e-01    4.99998019e-01
802      9.80000000e-02    4.99915251e-01    4.99998022e-01
803      1.00000000e-01    4.99908936e-01    4.99998025e-01
804      1.02000000e-01    4.99902109e-01    4.99998026e-01
805      1.04000000e-01    4.99894727e-01    4.99998026e-01
806      1.06000000e-01    4.99886740e-01    4.99998026e-01
807      1.08000000e-01    4.99878095e-01    4.99998024e-01
808      1.10000000e-01    4.99868736e-01    4.99998021e-01
809      1.12000000e-01    4.99858599e-01    4.99998016e-01
810      1.14000000e-01    4.99847616e-01    4.99998009e-01
811      1.16000000e-01    4.99835710e-01    4.99998001e-01
812      1.18000000e-01    4.99822800e-01    4.99997991e-01
813      1.20000000e-01    4.99808795e-01    4.99997979e-01
814      1.22000000e-01    4.99793598e-01    4.99997964e-01
815      1.24000000e-01    4.99777099e-01    4.99997947e-01
816      1.26000000e-01    4.99759181e-01    4.99997926e-01
817      1.28000000e-01    4.99739713e-01    4.99997903e-01
818      1.30000000e-01    4.99718555e-01    4.99997875e-01
819      1.32000000e-01    4.99695550e-01    4.99997844e-01
820      1.34000000e-01    4.99670528e-01    4.99997808e-01
821      1.36000000e-01    4.99643301e-01    4.99997767e-01
822      1.38000000e-01    4.99613663e-01    4.99997720e-01
823      1.40000000e-01    4.99581390e-01    4.99997667e-01
824      1.42000000e-01    4.99546232e-01    4.99997606e-01
825      1.44000000e-01    4.99507917e-01    4.99997537e-01
826      1.46000000e-01    4.99466146e-01    4.99997458e-01
827      1.48000000e-01    4.99420589e-01    4.99997369e-01
828      1.50000000e-01    4.99370883e-01    4.99997267e-01
829      1.52000000e-01    4.99316629e-01    4.99997150e-01
830      1.54000000e-01    4.99257386e-01    4.99997018e-01
831      1.56000000e-01    4.99192671e-01    4.99996866e-01
832      1.58000000e-01    4.99121947e-01    4.99996693e-01
833      1.60000000e-01    4.99044624e-01    4.99996494e-01
834      1.62000000e-01    4.98960051e-01    4.99996266e-01
835      1.64000000e-01    4.98867506e-01    4.99996004e-01
836      1.66000000e-01    4.98766191e-01    4.99995703e-01
837      1.68000000e-01    4.98655225e-01    4.99995356e-01
838      1.70000000e-01    4.98533628e-01    4.99994955e-01
839      1.72000000e-01    4.98400314e-01    4.99994492e-01
840      1.74000000e-01    4.98254078e-01    4.99993956e-01
841      1.76000000e-01    4.98093577e-01    4.99993335e-01
842      1.78000000e-01    4.97917317e-01    4.99992615e-01
843      1.80000000e-01    4.97723633e-01    4.99991778e-01
844      1.82000000e-01    4.97510660e-01    4.99990806e-01
845      1.84000000e-01    4.97276315e-01    4.99989674e-01
846      1.86000000e-01    4.97018257e-01    4.99988355e-01
847      1.88000000e-01    4.96733856e-01    4.99986818e-01
848      1.90000000e-01    4.96420145e-01    4.99985023e-01
849      1.92000000e-01    4.96073772e-01    4.99982927e-01
850      1.94000000e-01    4.95690930e-01    4.99980476e-01
851      1.96000000e-01    4.95267286e-01    4.99977610e-01
852      1.98000000e-01    4.94797886e-01    4.99974254e-01
853      2.00000000e-01    4.94277035e-01    4.99970324e-01
854      2.02000000e-01    4.93698158e-01    4.99965718e-01
855      2.04000000e-01    4.93053609e-01    4.99960316e-01
856      2.06000000e-01    4.92334437e-01    4.99953980e-01
857      2.08000000e-01    4.91530080e-01    4.99946541e-01
858      2.10000000e-01    4.90627947e-01    4.99937806e-01
859      2.12000000e-01    4.89612869e-01    4.99927543e-01
860      2.14000000e-01    4.88466326e-01    4.99915480e-01
861      2.16000000e-01    4.87165351e-01    4.99901294e-01
862      2.18000000e-01    4.85680938e-01    4.99884604e-01
863      2.20000000e-01    4.83975618e-01    4.99864961e-01
864      2.22000000e-01    4.81999657e-01    4.99841829e-01
865      2.24000000e-01    4.79684781e-01    4.99814577e-01
866      2.26000000e-01    4.76933220e-01    4.99782455e-01
867      2.28000000e-01    4.73597208e-01    4.99744569e-01
868      2.30000000e-01    4.69437138e-01    4.99699858e-01
869      2.32000000e-01    4.64026360e-01    4.99647057e-01
870      2.34000000e-01    4.56503039e-01    4.99584653e-01
871      2.36000000e-01    4.44820959e-01    4.99510834e-01
872      2.38000000e-01    4.23503483e-01    4.99423420e-01
873      2.40000000e-01    3.82769711e-01    4.99319784e-01
874      2.42000000e-01    3.28014599e-01    4.99196742e-01
875      2.44000000e-01    2.90136467e-01    4.99050412e-01
876      2.46000000e-01    2.70146240e-01    4.98876038e-01
877      2.48000000e-01    2.57571854e-01    4.98667724e-01
878      2.50000000e-01    2.48485889e-01    4.98418124e-01
879      2.52000000e-01    2.41362119e-01    4.98117964e-01
880      2.54000000e-01    2.35481912e-01    4.97755368e-01
881      2.56000000e-01    2.30455076e-01    4.97314851e-01
882      2.58000000e-01    2.26047481e-01    4.96775758e-01
883      2.60000000e-01    2.22107985e-01    4.96109729e-01
884      2.62000000e-01    2.18533478e-01    4.95276292e-01
885      2.64000000e-01    2.15250520e-01    4.94214599e-01
886      2.66000000e-01    2.12204976e-01    4.92826108e-01
887      2.68000000e-01    2.09355808e-01    4.90932007e-01
888      2.70000000e-01    2.06671177e-01    4.88137114e-01
889      2.72000000e-01    2.04125897e-01    4.83057462e-01
890      2.74000000e-01    2.01699711e-01    4.32843622e-03
891      2.76000000e-01    1.99376098e-01    3.90886205e-03
892      2.78000000e-01    1.97141413e-01    3.53245078e-03
893      2.80000000e-01    1.94984269e-01    3.19433902e-03
894      2.82000000e-01    1.92895076e-01    2.89028991e-03
895      2.84000000e-01    1.90865688e-01    2.61659736e-03
896      2.86000000e-01    1.88889137e-01    2.37000784e-03
897      2.88000000e-01    1.86959424e-01    2.14765592e-03
898      2.90000000e-01    1.85071356e-01    1.94701067e-03
899      2.92000000e-01    1.83220415e-01    1.76583086e-03
900      2.94000000e-01    1.81402651e-01    1.60212719e-03
901      2.96000000e-01    1.79614604e-01    1.45413028e-03
902      2.98000000e-01    1.77853229e-01    1.32026342e-03
903      3.00000000e-01    1.76115831e-01    1.19911923e-03
904      3.02000000e-01    1.74400024e-01    1.08943952e-03
905      3.04000000e-01    1.72703689e-01    9.90097957e-04
906      3.06000000e-01    1.71024945e-01    9.00084983e-04
907      3.08000000e-01    1.69362113e-01    8.18494682e-04
908      3.10000000e-01    1.67713698e-01    7.44513314e-04
909      3.12000000e-01    1.66078364e-01    6.77409249e-04
910      3.14000000e-01    1.64454921e-01    6.16524131e-04
911      3.16000000e-01    1.62842303e-01    5.61265076e-04
912      3.18000000e-01    1.61239561e-01    5.11097791e-04
913      3.20000000e-01    1.59645849e-01    4.65540468e-04
914      3.22000000e-01    1.58060412e-01    4.24158373e-04
915      3.24000000e-01    1.56482583e-01    3.86559035e-04
916      3.26000000e-01    1.54911770e-01    3.52387957e-04
917      3.28000000e-01    1.53347454e-01    3.21324796e-04
918      3.30000000e-01    1.51789181e-01    2.93079948e-04
919      3.32000000e-01    1.50236448e-01    2.67391492e-04
920      3.34000000e-01    1.48688717e-01    2.44022459e-04
921      3.36000000e-01    1.47145706e-01    2.22758378e-04
922      3.38000000e-01    1.45607190e-01    2.03405081e-04
923      3.40000000e-01    1.44072996e-01    1.85786720e-04
924      3.42000000e-01    1.42542998e-01    1.69743999e-04
925      3.44000000e-01    1.41017117e-01    1.55132574e-04
926      3.46000000e-01    1.39495325e-01    1.41821614e-04
927      3.48000000e-01    1.37977638e-01    1.29692508e-04
928      3.50000000e-01    1.36464277e-01    1.18638125e-04
929      3.52000000e-01    1.34955715e-01    1.08561746e-04
930      3.54000000e-01    1.33452131e-01    9.93745403e-05
931      3.56000000e-01    1.31953741e-01    9.09958861e-05
932      3.58000000e-01    1.30460813e-01    8.33526425e-05
933      3.60000000e-01    1.28973674e-01    7.63784392e-05
934      3.62000000e-01    1.27492711e-01    7.00130366e-05
935      3.64000000e-01    1.26018370e-01    6.42017473e-05
936      3.66000000e-01    1.24551165e-01    5.88949139e-05
937      3.68000000e-01    1.23091674e-01    5.40474363e-05
938      3.70000000e-01    1.21640547e-01    4.96183450e-05
939      3.72000000e-01    1.20198505e-01    4.55704144e-05
940      3.74000000e-01    1.18766338e-01    4.18698143e-05
941      3.76000000e-01    1.17344911e-01    3.84857928e-05
942      3.78000000e-01    1.15935157e-01    3.53903909e-05
943      3.80000000e-01    1.14538076e-01    3.25581832e-05
944      3.82000000e-01    1.13154731e-01    2.99660434e-05
945      3.84000000e-01    1.11786234e-01    2.75929320e-05
946      3.86000000e-01    1.10433746e-01    2.54197037e-05
947      3.88000000e-01    1.09098452e-01    2.34289331e-05
948      3.90000000e-01    1.07781557e-01    2.16047570e-05
949      3.92000000e-01    1.06484261e-01    1.99327306e-05
950      3.94000000e-01    1.05207745e-01    1.83996985e-05
951      3.96000000e-01    1.03953147e-01    1.69936761e-05
952      3.98000000e-01    1.02721546e-01    1.57037435e-05
953      4.00000000e-01    1.01513941e-01    1.45199485e-05
954      4.02000000e-01    1.00331231e-01    1.34332184e-05
955      4.04000000e-01    9.91742083e-02    1.24352810e-05
956      4.06000000e-01    9.80435377e-02    1.15185914e-05
957      4.08000000e-01    9.69397549e-02    1.06762669e-05
