Index       TIME             V(Q7_3)          V(QB7_3)          V(VX7_3)           V(WL7)            V(WWLA)           V(WWLB)           V(SEL0)           V(SEL1)           V(BL3)           V(SA_IN1)          V(SAE)           V(SA_Q1)          V(SA_QB1)          V(Q7_3)           V(BL3)           V(SA_Q1)     
2883     2.88300000e-08    5.99990329e-01    5.41859701e-06    3.59518766e-06    4.93333693e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86583048e-01    6.18776725e-01    0.00000000e+00    6.18773577e-01    4.99992565e-01    5.99990329e-01    5.86583048e-01    6.18773577e-01
2884     2.88400000e-08    5.99990332e-01    5.41831370e-06    3.59504583e-06    4.93333365e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86583154e-01    6.18769179e-01    0.00000000e+00    6.18766026e-01    4.99992556e-01    5.99990332e-01    5.86583154e-01    6.18766026e-01
2885     2.88500000e-08    5.99990336e-01    5.41803040e-06    3.59490400e-06    4.93333038e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86583260e-01    6.18761632e-01    0.00000000e+00    6.18758474e-01    4.99992547e-01    5.99990336e-01    5.86583260e-01    6.18758474e-01
2886     2.88600000e-08    5.99990339e-01    5.41774709e-06    3.59476218e-06    4.93332710e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86583367e-01    6.18754085e-01    0.00000000e+00    6.18750923e-01    4.99992538e-01    5.99990339e-01    5.86583367e-01    6.18750923e-01
2887     2.88700000e-08    5.99990343e-01    5.41746378e-06    3.59462035e-06    4.93332383e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86583473e-01    6.18746539e-01    0.00000000e+00    6.18743371e-01    4.99992529e-01    5.99990343e-01    5.86583473e-01    6.18743371e-01
2888     2.88800000e-08    5.99990346e-01    5.41718047e-06    3.59447852e-06    4.93332055e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86583579e-01    6.18738992e-01    0.00000000e+00    6.18735819e-01    4.99992520e-01    5.99990346e-01    5.86583579e-01    6.18735819e-01
2889     2.88900000e-08    5.99990350e-01    5.41689716e-06    3.59433669e-06    4.93331727e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86583686e-01    6.18731446e-01    0.00000000e+00    6.18728268e-01    4.99992511e-01    5.99990350e-01    5.86583686e-01    6.18728268e-01
2890     2.89000000e-08    5.99990354e-01    5.41661385e-06    3.59419486e-06    4.93331400e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86583792e-01    6.18723899e-01    0.00000000e+00    6.18720716e-01    4.99992502e-01    5.99990354e-01    5.86583792e-01    6.18720716e-01
2891     2.89100000e-08    5.99990357e-01    5.41633054e-06    3.59405303e-06    4.93331072e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86583898e-01    6.18716352e-01    0.00000000e+00    6.18713165e-01    4.99992493e-01    5.99990357e-01    5.86583898e-01    6.18713165e-01
2892     2.89200000e-08    5.99990361e-01    5.41604723e-06    3.59391121e-06    4.93330745e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86584004e-01    6.18708806e-01    0.00000000e+00    6.18705613e-01    4.99992484e-01    5.99990361e-01    5.86584004e-01    6.18705613e-01
2893     2.89300000e-08    5.99990364e-01    5.41576392e-06    3.59376938e-06    4.93330417e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86584111e-01    6.18701259e-01    0.00000000e+00    6.18698061e-01    4.99992475e-01    5.99990364e-01    5.86584111e-01    6.18698061e-01
2894     2.89400000e-08    5.99990368e-01    5.41548061e-06    3.59362755e-06    4.93330090e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86584217e-01    6.18693713e-01    0.00000000e+00    6.18690510e-01    4.99992465e-01    5.99990368e-01    5.86584217e-01    6.18690510e-01
2895     2.89500000e-08    5.99990372e-01    5.41519730e-06    3.59348572e-06    4.93329762e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86584323e-01    6.18686166e-01    0.00000000e+00    6.18682958e-01    4.99992456e-01    5.99990372e-01    5.86584323e-01    6.18682958e-01
2896     2.89600000e-08    5.99990375e-01    5.41491399e-06    3.59334389e-06    4.93329434e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86584430e-01    6.18678619e-01    0.00000000e+00    6.18675406e-01    4.99992447e-01    5.99990375e-01    5.86584430e-01    6.18675406e-01
2897     2.89700000e-08    5.99990379e-01    5.41463068e-06    3.59320206e-06    4.93329107e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86584536e-01    6.18671073e-01    0.00000000e+00    6.18667855e-01    4.99992438e-01    5.99990379e-01    5.86584536e-01    6.18667855e-01
2898     2.89800000e-08    5.99990382e-01    5.41434737e-06    3.59306023e-06    4.93328779e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86584642e-01    6.18663526e-01    0.00000000e+00    6.18660303e-01    4.99992429e-01    5.99990382e-01    5.86584642e-01    6.18660303e-01
2899     2.89900000e-08    5.99990386e-01    5.41406406e-06    3.59291841e-06    4.93328452e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86584748e-01    6.18655980e-01    0.00000000e+00    6.18652752e-01    4.99992420e-01    5.99990386e-01    5.86584748e-01    6.18652752e-01
2900     2.90000000e-08    5.99990390e-01    5.41378075e-06    3.59277658e-06    4.93328124e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86584855e-01    6.18648433e-01    0.00000000e+00    6.18645200e-01    4.99992411e-01    5.99990390e-01    5.86584855e-01    6.18645200e-01
2901     2.90100000e-08    5.99990393e-01    5.41349744e-06    3.59263475e-06    4.93327796e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86584961e-01    6.18640886e-01    0.00000000e+00    6.18637648e-01    4.99992402e-01    5.99990393e-01    5.86584961e-01    6.18637648e-01
2902     2.90200000e-08    5.99990397e-01    5.41321413e-06    3.59249292e-06    4.93327469e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86585067e-01    6.18633340e-01    0.00000000e+00    6.18630097e-01    4.99992393e-01    5.99990397e-01    5.86585067e-01    6.18630097e-01
2903     2.90300000e-08    5.99990400e-01    5.41293082e-06    3.59235109e-06    4.93327141e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86585174e-01    6.18625793e-01    0.00000000e+00    6.18622545e-01    4.99992384e-01    5.99990400e-01    5.86585174e-01    6.18622545e-01
2904     2.90400000e-08    5.99990404e-01    5.41264751e-06    3.59220926e-06    4.93326814e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86585280e-01    6.18618246e-01    0.00000000e+00    6.18614994e-01    4.99992375e-01    5.99990404e-01    5.86585280e-01    6.18614994e-01
2905     2.90500000e-08    5.99990407e-01    5.41236420e-06    3.59206743e-06    4.93326486e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86585386e-01    6.18610700e-01    0.00000000e+00    6.18607442e-01    4.99992366e-01    5.99990407e-01    5.86585386e-01    6.18607442e-01
2906     2.90600000e-08    5.99990411e-01    5.41208089e-06    3.59192561e-06    4.93326158e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86585492e-01    6.18603153e-01    0.00000000e+00    6.18599890e-01    4.99992357e-01    5.99990411e-01    5.86585492e-01    6.18599890e-01
2907     2.90700000e-08    5.99990415e-01    5.41179758e-06    3.59178378e-06    4.93325831e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86585599e-01    6.18595607e-01    0.00000000e+00    6.18592339e-01    4.99992348e-01    5.99990415e-01    5.86585599e-01    6.18592339e-01
2908     2.90800000e-08    5.99990418e-01    5.41151427e-06    3.59164195e-06    4.93325503e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86585705e-01    6.18588060e-01    0.00000000e+00    6.18584787e-01    4.99992339e-01    5.99990418e-01    5.86585705e-01    6.18584787e-01
2909     2.90900000e-08    5.99990422e-01    5.41123096e-06    3.59150012e-06    4.93325176e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86585811e-01    6.18580513e-01    0.00000000e+00    6.18577235e-01    4.99992330e-01    5.99990422e-01    5.86585811e-01    6.18577235e-01
2910     2.91000000e-08    5.99990425e-01    5.41094765e-06    3.59135829e-06    4.93324848e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86585918e-01    6.18572967e-01    0.00000000e+00    6.18569684e-01    4.99992320e-01    5.99990425e-01    5.86585918e-01    6.18569684e-01
2911     2.91100000e-08    5.99990429e-01    5.41066434e-06    3.59121646e-06    4.93324521e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86586024e-01    6.18565420e-01    0.00000000e+00    6.18562132e-01    4.99992311e-01    5.99990429e-01    5.86586024e-01    6.18562132e-01
2912     2.91200000e-08    5.99990433e-01    5.41038103e-06    3.59107464e-06    4.93324193e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86586130e-01    6.18557874e-01    0.00000000e+00    6.18554581e-01    4.99992302e-01    5.99990433e-01    5.86586130e-01    6.18554581e-01
2913     2.91300000e-08    5.99990436e-01    5.41009772e-06    3.59093281e-06    4.93323865e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86586236e-01    6.18550327e-01    0.00000000e+00    6.18547029e-01    4.99992293e-01    5.99990436e-01    5.86586236e-01    6.18547029e-01
2914     2.91400000e-08    5.99990440e-01    5.40981441e-06    3.59079098e-06    4.93323538e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86586343e-01    6.18542780e-01    0.00000000e+00    6.18539477e-01    4.99992284e-01    5.99990440e-01    5.86586343e-01    6.18539477e-01
2915     2.91500000e-08    5.99990443e-01    5.40953110e-06    3.59064915e-06    4.93323210e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86586449e-01    6.18535234e-01    0.00000000e+00    6.18531926e-01    4.99992275e-01    5.99990443e-01    5.86586449e-01    6.18531926e-01
2916     2.91600000e-08    5.99990447e-01    5.40924779e-06    3.59050732e-06    4.93322883e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86586555e-01    6.18527687e-01    0.00000000e+00    6.18524374e-01    4.99992266e-01    5.99990447e-01    5.86586555e-01    6.18524374e-01
2917     2.91700000e-08    5.99990451e-01    5.40896448e-06    3.59036549e-06    4.93322555e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86586662e-01    6.18520140e-01    0.00000000e+00    6.18516822e-01    4.99992257e-01    5.99990451e-01    5.86586662e-01    6.18516822e-01
2918     2.91800000e-08    5.99990454e-01    5.40868117e-06    3.59022366e-06    4.93322227e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86586768e-01    6.18512594e-01    0.00000000e+00    6.18509271e-01    4.99992248e-01    5.99990454e-01    5.86586768e-01    6.18509271e-01
2919     2.91900000e-08    5.99990458e-01    5.40839786e-06    3.59008184e-06    4.93321900e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86586874e-01    6.18505047e-01    0.00000000e+00    6.18501719e-01    4.99992239e-01    5.99990458e-01    5.86586874e-01    6.18501719e-01
2920     2.92000000e-08    5.99990461e-01    5.40811455e-06    3.58994001e-06    4.93321572e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86586980e-01    6.18497501e-01    0.00000000e+00    6.18494168e-01    4.99992230e-01    5.99990461e-01    5.86586980e-01    6.18494168e-01
2921     2.92100000e-08    5.99990465e-01    5.40783124e-06    3.58979818e-06    4.93321245e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86587087e-01    6.18489954e-01    0.00000000e+00    6.18486616e-01    4.99992221e-01    5.99990465e-01    5.86587087e-01    6.18486616e-01
2922     2.92200000e-08    5.99990468e-01    5.40754793e-06    3.58965635e-06    4.93320917e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86587193e-01    6.18482407e-01    0.00000000e+00    6.18479064e-01    4.99992212e-01    5.99990468e-01    5.86587193e-01    6.18479064e-01
2923     2.92300000e-08    5.99990472e-01    5.40726462e-06    3.58951452e-06    4.93320590e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86587299e-01    6.18474861e-01    0.00000000e+00    6.18471513e-01    4.99992203e-01    5.99990472e-01    5.86587299e-01    6.18471513e-01
2924     2.92400000e-08    5.99990476e-01    5.40698131e-06    3.58937269e-06    4.93320262e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86587406e-01    6.18467314e-01    0.00000000e+00    6.18463961e-01    4.99992194e-01    5.99990476e-01    5.86587406e-01    6.18463961e-01
2925     2.92500000e-08    5.99990479e-01    5.40669800e-06    3.58923086e-06    4.93319934e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86587512e-01    6.18459768e-01    0.00000000e+00    6.18456410e-01    4.99992185e-01    5.99990479e-01    5.86587512e-01    6.18456410e-01
2926     2.92600000e-08    5.99990483e-01    5.40641469e-06    3.58908904e-06    4.93319607e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86587618e-01    6.18452221e-01    0.00000000e+00    6.18448858e-01    4.99992176e-01    5.99990483e-01    5.86587618e-01    6.18448858e-01
2927     2.92700000e-08    5.99990486e-01    5.40613139e-06    3.58894721e-06    4.93319279e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86587724e-01    6.18444674e-01    0.00000000e+00    6.18441306e-01    4.99992166e-01    5.99990486e-01    5.86587724e-01    6.18441306e-01
2928     2.92800000e-08    5.99990490e-01    5.40584808e-06    3.58880538e-06    4.93318952e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86587831e-01    6.18437128e-01    0.00000000e+00    6.18433755e-01    4.99992157e-01    5.99990490e-01    5.86587831e-01    6.18433755e-01
2929     2.92900000e-08    5.99990494e-01    5.40556477e-06    3.58866355e-06    4.93318624e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86587937e-01    6.18429581e-01    0.00000000e+00    6.18426203e-01    4.99992148e-01    5.99990494e-01    5.86587937e-01    6.18426203e-01
2930     2.93000000e-08    5.99990497e-01    5.40528146e-06    3.58852172e-06    4.93318296e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86588043e-01    6.18422035e-01    0.00000000e+00    6.18418651e-01    4.99992139e-01    5.99990497e-01    5.86588043e-01    6.18418651e-01
2931     2.93100000e-08    5.99990501e-01    5.40499815e-06    3.58837989e-06    4.93317969e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86588150e-01    6.18414488e-01    0.00000000e+00    6.18411100e-01    4.99992130e-01    5.99990501e-01    5.86588150e-01    6.18411100e-01
2932     2.93200000e-08    5.99990504e-01    5.40471484e-06    3.58823807e-06    4.93317641e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86588256e-01    6.18406941e-01    0.00000000e+00    6.18403548e-01    4.99992121e-01    5.99990504e-01    5.86588256e-01    6.18403548e-01
2933     2.93300000e-08    5.99990508e-01    5.40443153e-06    3.58809624e-06    4.93317314e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86588362e-01    6.18399395e-01    0.00000000e+00    6.18395997e-01    4.99992112e-01    5.99990508e-01    5.86588362e-01    6.18395997e-01
2934     2.93400000e-08    5.99990512e-01    5.40414822e-06    3.58795441e-06    4.93316986e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86588468e-01    6.18391848e-01    0.00000000e+00    6.18388445e-01    4.99992103e-01    5.99990512e-01    5.86588468e-01    6.18388445e-01
2935     2.93500000e-08    5.99990515e-01    5.40386491e-06    3.58781258e-06    4.93316659e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86588575e-01    6.18384301e-01    0.00000000e+00    6.18380893e-01    4.99992094e-01    5.99990515e-01    5.86588575e-01    6.18380893e-01
2936     2.93600000e-08    5.99990519e-01    5.40358160e-06    3.58767075e-06    4.93316331e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86588681e-01    6.18376755e-01    0.00000000e+00    6.18373342e-01    4.99992085e-01    5.99990519e-01    5.86588681e-01    6.18373342e-01
2937     2.93700000e-08    5.99990522e-01    5.40329829e-06    3.58752892e-06    4.93316003e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86588787e-01    6.18369208e-01    0.00000000e+00    6.18365790e-01    4.99992076e-01    5.99990522e-01    5.86588787e-01    6.18365790e-01
2938     2.93800000e-08    5.99990526e-01    5.40301498e-06    3.58738709e-06    4.93315676e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86588894e-01    6.18361662e-01    0.00000000e+00    6.18358239e-01    4.99992067e-01    5.99990526e-01    5.86588894e-01    6.18358239e-01
2939     2.93900000e-08    5.99990529e-01    5.40273167e-06    3.58724527e-06    4.93315348e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86589000e-01    6.18354115e-01    0.00000000e+00    6.18350687e-01    4.99992058e-01    5.99990529e-01    5.86589000e-01    6.18350687e-01
2940     2.94000000e-08    5.99990533e-01    5.40244836e-06    3.58710344e-06    4.93315021e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86589106e-01    6.18346568e-01    0.00000000e+00    6.18343135e-01    4.99992049e-01    5.99990533e-01    5.86589106e-01    6.18343135e-01
2941     2.94100000e-08    5.99990537e-01    5.40216505e-06    3.58696161e-06    4.93314693e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86589212e-01    6.18339022e-01    0.00000000e+00    6.18335584e-01    4.99992040e-01    5.99990537e-01    5.86589212e-01    6.18335584e-01
2942     2.94200000e-08    5.99990540e-01    5.40188174e-06    3.58681978e-06    4.93314365e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86589319e-01    6.18331475e-01    0.00000000e+00    6.18328032e-01    4.99992031e-01    5.99990540e-01    5.86589319e-01    6.18328032e-01
2943     2.94300000e-08    5.99990544e-01    5.40159843e-06    3.58667795e-06    4.93314038e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86589425e-01    6.18323929e-01    0.00000000e+00    6.18320480e-01    4.99992022e-01    5.99990544e-01    5.86589425e-01    6.18320480e-01
2944     2.94400000e-08    5.99990547e-01    5.40131512e-06    3.58653612e-06    4.93313710e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86589531e-01    6.18316382e-01    0.00000000e+00    6.18312929e-01    4.99992012e-01    5.99990547e-01    5.86589531e-01    6.18312929e-01
2945     2.94500000e-08    5.99990551e-01    5.40103181e-06    3.58639429e-06    4.93313383e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86589638e-01    6.18308835e-01    0.00000000e+00    6.18305377e-01    4.99992003e-01    5.99990551e-01    5.86589638e-01    6.18305377e-01
2946     2.94600000e-08    5.99990555e-01    5.40074850e-06    3.58625247e-06    4.93313055e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86589744e-01    6.18301289e-01    0.00000000e+00    6.18297826e-01    4.99991994e-01    5.99990555e-01    5.86589744e-01    6.18297826e-01
2947     2.94700000e-08    5.99990558e-01    5.40046519e-06    3.58611064e-06    4.93312728e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86589850e-01    6.18293742e-01    0.00000000e+00    6.18290274e-01    4.99991985e-01    5.99990558e-01    5.86589850e-01    6.18290274e-01
2948     2.94800000e-08    5.99990562e-01    5.40018188e-06    3.58596881e-06    4.93312400e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86589956e-01    6.18286196e-01    0.00000000e+00    6.18282722e-01    4.99991976e-01    5.99990562e-01    5.86589956e-01    6.18282722e-01
2949     2.94900000e-08    5.99990565e-01    5.39989857e-06    3.58582698e-06    4.93312072e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86590063e-01    6.18278649e-01    0.00000000e+00    6.18275171e-01    4.99991967e-01    5.99990565e-01    5.86590063e-01    6.18275171e-01
2950     2.95000000e-08    5.99990569e-01    5.39961526e-06    3.58568515e-06    4.93311745e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86590169e-01    6.18271102e-01    0.00000000e+00    6.18267619e-01    4.99991958e-01    5.99990569e-01    5.86590169e-01    6.18267619e-01
2951     2.95100000e-08    5.99990572e-01    5.39933195e-06    3.58554332e-06    4.93311417e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86590275e-01    6.18263556e-01    0.00000000e+00    6.18260067e-01    4.99991949e-01    5.99990572e-01    5.86590275e-01    6.18260067e-01
2952     2.95200000e-08    5.99990576e-01    5.39904864e-06    3.58540150e-06    4.93311090e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86590382e-01    6.18256009e-01    0.00000000e+00    6.18252516e-01    4.99991940e-01    5.99990576e-01    5.86590382e-01    6.18252516e-01
2953     2.95300000e-08    5.99990580e-01    5.39876533e-06    3.58525967e-06    4.93310762e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86590488e-01    6.18248462e-01    0.00000000e+00    6.18244964e-01    4.99991931e-01    5.99990580e-01    5.86590488e-01    6.18244964e-01
2954     2.95400000e-08    5.99990583e-01    5.39848202e-06    3.58511784e-06    4.93310434e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86590594e-01    6.18240916e-01    0.00000000e+00    6.18237413e-01    4.99991922e-01    5.99990583e-01    5.86590594e-01    6.18237413e-01
2955     2.95500000e-08    5.99990587e-01    5.39819871e-06    3.58497601e-06    4.93310107e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86590700e-01    6.18233369e-01    0.00000000e+00    6.18229861e-01    4.99991913e-01    5.99990587e-01    5.86590700e-01    6.18229861e-01
2956     2.95600000e-08    5.99990590e-01    5.39791540e-06    3.58483418e-06    4.93309779e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86590807e-01    6.18225823e-01    0.00000000e+00    6.18222309e-01    4.99991904e-01    5.99990590e-01    5.86590807e-01    6.18222309e-01
2957     2.95700000e-08    5.99990594e-01    5.39763209e-06    3.58469235e-06    4.93309452e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86590913e-01    6.18218276e-01    0.00000000e+00    6.18214758e-01    4.99991895e-01    5.99990594e-01    5.86590913e-01    6.18214758e-01
2958     2.95800000e-08    5.99990598e-01    5.39734878e-06    3.58455052e-06    4.93309124e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86591019e-01    6.18210729e-01    0.00000000e+00    6.18207206e-01    4.99991886e-01    5.99990598e-01    5.86591019e-01    6.18207206e-01
2959     2.95900000e-08    5.99990601e-01    5.39706547e-06    3.58440870e-06    4.93308796e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86591126e-01    6.18203183e-01    0.00000000e+00    6.18199655e-01    4.99991877e-01    5.99990601e-01    5.86591126e-01    6.18199655e-01
2960     2.96000000e-08    5.99990605e-01    5.39678216e-06    3.58426687e-06    4.93308469e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86591232e-01    6.18195636e-01    0.00000000e+00    6.18192103e-01    4.99991867e-01    5.99990605e-01    5.86591232e-01    6.18192103e-01
2961     2.96100000e-08    5.99990608e-01    5.39649885e-06    3.58412504e-06    4.93308141e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86591338e-01    6.18188090e-01    0.00000000e+00    6.18184551e-01    4.99991858e-01    5.99990608e-01    5.86591338e-01    6.18184551e-01
2962     2.96200000e-08    5.99990612e-01    5.39621554e-06    3.58398321e-06    4.93307814e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86591444e-01    6.18180543e-01    0.00000000e+00    6.18177000e-01    4.99991849e-01    5.99990612e-01    5.86591444e-01    6.18177000e-01
2963     2.96300000e-08    5.99990616e-01    5.39593223e-06    3.58384138e-06    4.93307486e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86591551e-01    6.18172996e-01    0.00000000e+00    6.18169448e-01    4.99991840e-01    5.99990616e-01    5.86591551e-01    6.18169448e-01
2964     2.96400000e-08    5.99990619e-01    5.39564892e-06    3.58369955e-06    4.93307159e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86591657e-01    6.18165450e-01    0.00000000e+00    6.18161896e-01    4.99991831e-01    5.99990619e-01    5.86591657e-01    6.18161896e-01
2965     2.96500000e-08    5.99990623e-01    5.39536561e-06    3.58355772e-06    4.93306831e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86591763e-01    6.18157903e-01    0.00000000e+00    6.18154345e-01    4.99991822e-01    5.99990623e-01    5.86591763e-01    6.18154345e-01
2966     2.96600000e-08    5.99990626e-01    5.39508230e-06    3.58341590e-06    4.93306503e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86591870e-01    6.18150356e-01    0.00000000e+00    6.18146793e-01    4.99991813e-01    5.99990626e-01    5.86591870e-01    6.18146793e-01
2967     2.96700000e-08    5.99990630e-01    5.39479899e-06    3.58327407e-06    4.93306176e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86591976e-01    6.18142810e-01    0.00000000e+00    6.18139242e-01    4.99991804e-01    5.99990630e-01    5.86591976e-01    6.18139242e-01
2968     2.96800000e-08    5.99990632e-01    5.39460055e-06    3.58317473e-06    4.93305915e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86592071e-01    6.18136200e-01    0.00000000e+00    6.18132633e-01    4.99991809e-01    5.99990632e-01    5.86592071e-01    6.18132633e-01
2969     2.96900000e-08    5.99990634e-01    5.39445770e-06    3.58310323e-06    4.93305698e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86592158e-01    6.18130204e-01    0.00000000e+00    6.18126643e-01    4.99991824e-01    5.99990634e-01    5.86592158e-01    6.18126643e-01
2970     2.97000000e-08    5.99990636e-01    5.39431485e-06    3.58303173e-06    4.93305482e-06    0.00000000e+00    6.00000000e-01    0.00000000e+00    0.00000000e+00    5.86592246e-01    6.18124208e-01    0.00000000e+00    6.18120653e-01    4.99991838e-01    5.99990636e-01    5.86592246e-01    6.18120653e-01
