Index       TIME             V(Q7_3)          V(QB7_3)          V(VX7_3)           V(WL7)            V(WWLA)           V(WWLB)           V(SEL0)           V(SEL1)           V(BL3)           V(SA_IN1)          V(SAE)           V(SA_Q1)          V(SA_QB1)          V(Q7_3)           V(BL3)           V(SA_Q1)     
697      6.97000000e-09    3.32054968e-01    3.04491628e-01    2.19243585e-02    6.00013413e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74567917e-01    5.74711023e-01    0.00000000e+00    5.74730296e-01    4.99997248e-01    3.32054968e-01    5.74567917e-01    5.74730296e-01
698      6.98000000e-09    3.32277619e-01    3.02679148e-01    2.21247284e-02    6.00013284e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74547447e-01    5.74689575e-01    0.00000000e+00    5.74708730e-01    4.99997277e-01    3.32277619e-01    5.74547447e-01    5.74708730e-01
699      6.99000000e-09    3.32500270e-01    3.00866667e-01    2.23250983e-02    6.00013154e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74526978e-01    5.74668126e-01    0.00000000e+00    5.74687164e-01    4.99997307e-01    3.32500270e-01    5.74526978e-01    5.74687164e-01
700      7.00000000e-09    3.32722922e-01    2.99054187e-01    2.25254681e-02    6.00013024e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74506508e-01    5.74646678e-01    0.00000000e+00    5.74665598e-01    4.99997336e-01    3.32722922e-01    5.74506508e-01    5.74665598e-01
701      7.01000000e-09    3.32945573e-01    2.97241706e-01    2.27258380e-02    6.00012894e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74486038e-01    5.74625230e-01    0.00000000e+00    5.74644032e-01    4.99997365e-01    3.32945573e-01    5.74486038e-01    5.74644032e-01
702      7.02000000e-09    3.33168225e-01    2.95429226e-01    2.29262079e-02    6.00012764e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74465569e-01    5.74603781e-01    0.00000000e+00    5.74622466e-01    4.99997394e-01    3.33168225e-01    5.74465569e-01    5.74622466e-01
703      7.03000000e-09    3.33390876e-01    2.93616745e-01    2.31265777e-02    6.00012635e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74445099e-01    5.74582333e-01    0.00000000e+00    5.74600900e-01    4.99997423e-01    3.33390876e-01    5.74445099e-01    5.74600900e-01
704      7.04000000e-09    3.33613527e-01    2.91804265e-01    2.33269476e-02    6.00012505e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74424629e-01    5.74560885e-01    0.00000000e+00    5.74579334e-01    4.99997453e-01    3.33613527e-01    5.74424629e-01    5.74579334e-01
705      7.05000000e-09    3.33810153e-01    2.90060580e-01    2.34693342e-02    6.00012371e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74406113e-01    5.74541558e-01    0.00000000e+00    5.74559910e-01    4.99997477e-01    3.33810153e-01    5.74406113e-01    5.74559910e-01
706      7.06000000e-09    3.34005373e-01    2.88320610e-01    2.36085908e-02    6.00012236e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74387703e-01    5.74522346e-01    0.00000000e+00    5.74540602e-01    4.99997501e-01    3.34005373e-01    5.74387703e-01    5.74540602e-01
707      7.07000000e-09    3.34200593e-01    2.86580639e-01    2.37478474e-02    6.00012102e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74369292e-01    5.74503134e-01    0.00000000e+00    5.74521294e-01    4.99997525e-01    3.34200593e-01    5.74369292e-01    5.74521294e-01
708      7.08000000e-09    3.34395814e-01    2.84840669e-01    2.38871040e-02    6.00011968e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74350881e-01    5.74483922e-01    0.00000000e+00    5.74501986e-01    4.99997549e-01    3.34395814e-01    5.74350881e-01    5.74501986e-01
709      7.09000000e-09    3.34591034e-01    2.83100698e-01    2.40263606e-02    6.00011833e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74332471e-01    5.74464710e-01    0.00000000e+00    5.74482678e-01    4.99997573e-01    3.34591034e-01    5.74332471e-01    5.74482678e-01
710      7.10000000e-09    3.34786254e-01    2.81360728e-01    2.41656172e-02    6.00011699e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74314060e-01    5.74445498e-01    0.00000000e+00    5.74463370e-01    4.99997597e-01    3.34786254e-01    5.74314060e-01    5.74463370e-01
711      7.11000000e-09    3.34981475e-01    2.79620757e-01    2.43048738e-02    6.00011565e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74295650e-01    5.74426286e-01    0.00000000e+00    5.74444062e-01    4.99997621e-01    3.34981475e-01    5.74295650e-01    5.74444062e-01
712      7.12000000e-09    3.35176695e-01    2.77880787e-01    2.44441304e-02    6.00011430e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74277239e-01    5.74407074e-01    0.00000000e+00    5.74424754e-01    4.99997645e-01    3.35176695e-01    5.74277239e-01    5.74424754e-01
713      7.13000000e-09    3.35371915e-01    2.76140816e-01    2.45833870e-02    6.00011296e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74258829e-01    5.74387862e-01    0.00000000e+00    5.74405447e-01    4.99997669e-01    3.35371915e-01    5.74258829e-01    5.74405447e-01
714      7.14000000e-09    3.35567136e-01    2.74400846e-01    2.47226436e-02    6.00011161e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74240418e-01    5.74368650e-01    0.00000000e+00    5.74386139e-01    4.99997693e-01    3.35567136e-01    5.74240418e-01    5.74386139e-01
715      7.15000000e-09    3.35753424e-01    2.72616801e-01    2.48374819e-02    6.00011002e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74222445e-01    5.74349927e-01    0.00000000e+00    5.74367325e-01    4.99997715e-01    3.35753424e-01    5.74222445e-01    5.74367325e-01
716      7.16000000e-09    3.35936104e-01    2.70814955e-01    2.49424573e-02    6.00010833e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74204648e-01    5.74331401e-01    0.00000000e+00    5.74348712e-01    4.99997737e-01    3.35936104e-01    5.74204648e-01    5.74348712e-01
717      7.17000000e-09    3.36118785e-01    2.69013108e-01    2.50474326e-02    6.00010664e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74186851e-01    5.74312876e-01    0.00000000e+00    5.74330099e-01    4.99997759e-01    3.36118785e-01    5.74186851e-01    5.74330099e-01
718      7.18000000e-09    3.36301465e-01    2.67211261e-01    2.51524080e-02    6.00010495e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74169055e-01    5.74294350e-01    0.00000000e+00    5.74311486e-01    4.99997781e-01    3.36301465e-01    5.74169055e-01    5.74311486e-01
719      7.19000000e-09    3.36484146e-01    2.65409414e-01    2.52573833e-02    6.00010326e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74151258e-01    5.74275824e-01    0.00000000e+00    5.74292873e-01    4.99997803e-01    3.36484146e-01    5.74151258e-01    5.74292873e-01
720      7.20000000e-09    3.36661302e-01    2.63594713e-01    2.53479426e-02    6.00010169e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74133778e-01    5.74257651e-01    0.00000000e+00    5.74274616e-01    4.99997824e-01    3.36661302e-01    5.74133778e-01    5.74274616e-01
721      7.21000000e-09    3.36834140e-01    2.61769964e-01    2.54272333e-02    6.00010021e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74116547e-01    5.74239753e-01    0.00000000e+00    5.74256639e-01    4.99997844e-01    3.36834140e-01    5.74116547e-01    5.74256639e-01
722      7.22000000e-09    3.37006978e-01    2.59945215e-01    2.55065241e-02    6.00009873e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74099316e-01    5.74221856e-01    0.00000000e+00    5.74238662e-01    4.99997864e-01    3.37006978e-01    5.74099316e-01    5.74238662e-01
723      7.23000000e-09    3.37179817e-01    2.58120467e-01    2.55858148e-02    6.00009725e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74082085e-01    5.74203958e-01    0.00000000e+00    5.74220684e-01    4.99997884e-01    3.37179817e-01    5.74082085e-01    5.74220684e-01
724      7.24000000e-09    3.37352655e-01    2.56295718e-01    2.56651055e-02    6.00009577e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74064854e-01    5.74186061e-01    0.00000000e+00    5.74202707e-01    4.99997905e-01    3.37352655e-01    5.74064854e-01    5.74202707e-01
725      7.25000000e-09    3.37523566e-01    2.54469275e-01    2.57365913e-02    6.00009432e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74047732e-01    5.74168286e-01    0.00000000e+00    5.74184854e-01    4.99997924e-01    3.37523566e-01    5.74047732e-01    5.74184854e-01
726      7.26000000e-09    3.37691706e-01    2.52640397e-01    2.57968572e-02    6.00009291e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74030767e-01    5.74150687e-01    0.00000000e+00    5.74167179e-01    4.99997944e-01    3.37691706e-01    5.74030767e-01    5.74167179e-01
727      7.27000000e-09    3.37859847e-01    2.50811520e-01    2.58571231e-02    6.00009151e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.74013802e-01    5.74133088e-01    0.00000000e+00    5.74149504e-01    4.99997963e-01    3.37859847e-01    5.74013802e-01    5.74149504e-01
728      7.28000000e-09    3.38027987e-01    2.48982642e-01    2.59173890e-02    6.00009010e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73996838e-01    5.74115489e-01    0.00000000e+00    5.74131829e-01    4.99997982e-01    3.38027987e-01    5.73996838e-01    5.74131829e-01
729      7.29000000e-09    3.38196127e-01    2.47153765e-01    2.59776550e-02    6.00008870e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73979873e-01    5.74097890e-01    0.00000000e+00    5.74114154e-01    4.99998001e-01    3.38196127e-01    5.73979873e-01    5.74114154e-01
730      7.30000000e-09    3.38361348e-01    2.45328169e-01    2.60289639e-02    6.00008740e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73963102e-01    5.74080505e-01    0.00000000e+00    5.74096695e-01    4.99998020e-01    3.38361348e-01    5.73963102e-01    5.74096695e-01
731      7.31000000e-09    3.38518227e-01    2.43511950e-01    2.60546777e-02    6.00008639e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73946887e-01    5.74063732e-01    0.00000000e+00    5.74079856e-01    4.99998037e-01    3.38518227e-01    5.73946887e-01    5.74079856e-01
732      7.32000000e-09    3.38675106e-01    2.41695731e-01    2.60803914e-02    6.00008538e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73930671e-01    5.74046959e-01    0.00000000e+00    5.74063016e-01    4.99998054e-01    3.38675106e-01    5.73930671e-01    5.74063016e-01
733      7.33000000e-09    3.38831984e-01    2.39879513e-01    2.61061052e-02    6.00008438e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73914456e-01    5.74030185e-01    0.00000000e+00    5.74046176e-01    4.99998071e-01    3.38831984e-01    5.73914456e-01    5.74046176e-01
734      7.34000000e-09    3.38988863e-01    2.38063294e-01    2.61318189e-02    6.00008337e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73898240e-01    5.74013412e-01    0.00000000e+00    5.74029336e-01    4.99998088e-01    3.38988863e-01    5.73898240e-01    5.74029336e-01
735      7.35000000e-09    3.39145742e-01    2.36247075e-01    2.61575327e-02    6.00008237e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73882025e-01    5.73996639e-01    0.00000000e+00    5.74012496e-01    4.99998105e-01    3.39145742e-01    5.73882025e-01    5.74012496e-01
736      7.36000000e-09    3.39302620e-01    2.34430856e-01    2.61832464e-02    6.00008136e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73865810e-01    5.73979866e-01    0.00000000e+00    5.73995656e-01    4.99998122e-01    3.39302620e-01    5.73865810e-01    5.73995656e-01
737      7.37000000e-09    3.39459499e-01    2.32614638e-01    2.62089601e-02    6.00008035e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73849594e-01    5.73963093e-01    0.00000000e+00    5.73978817e-01    4.99998139e-01    3.39459499e-01    5.73849594e-01    5.73978817e-01
738      7.38000000e-09    3.39616377e-01    2.30798419e-01    2.62346739e-02    6.00007935e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73833379e-01    5.73946320e-01    0.00000000e+00    5.73961977e-01    4.99998156e-01    3.39616377e-01    5.73833379e-01    5.73961977e-01
739      7.39000000e-09    3.39773256e-01    2.28982200e-01    2.62603876e-02    6.00007834e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73817164e-01    5.73929546e-01    0.00000000e+00    5.73945137e-01    4.99998173e-01    3.39773256e-01    5.73817164e-01    5.73945137e-01
740      7.40000000e-09    3.39930135e-01    2.27165981e-01    2.62861014e-02    6.00007734e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73800948e-01    5.73912773e-01    0.00000000e+00    5.73928297e-01    4.99998190e-01    3.39930135e-01    5.73800948e-01    5.73928297e-01
741      7.41000000e-09    3.40069884e-01    2.25376757e-01    2.62734838e-02    6.00007655e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73785963e-01    5.73897329e-01    0.00000000e+00    5.73912799e-01    4.99998204e-01    3.40069884e-01    5.73785963e-01    5.73912799e-01
742      7.42000000e-09    3.40208868e-01    2.23588739e-01    2.62591518e-02    6.00007577e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73771033e-01    5.73881945e-01    0.00000000e+00    5.73897360e-01    4.99998218e-01    3.40208868e-01    5.73771033e-01    5.73897360e-01
743      7.43000000e-09    3.40347851e-01    2.21800722e-01    2.62448197e-02    6.00007499e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73756103e-01    5.73866561e-01    0.00000000e+00    5.73881921e-01    4.99998232e-01    3.40347851e-01    5.73756103e-01    5.73881921e-01
744      7.44000000e-09    3.40486835e-01    2.20012705e-01    2.62304877e-02    6.00007422e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73741173e-01    5.73851176e-01    0.00000000e+00    5.73866483e-01    4.99998246e-01    3.40486835e-01    5.73741173e-01    5.73866483e-01
745      7.45000000e-09    3.40625818e-01    2.18224687e-01    2.62161556e-02    6.00007344e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73726243e-01    5.73835792e-01    0.00000000e+00    5.73851044e-01    4.99998260e-01    3.40625818e-01    5.73726243e-01    5.73851044e-01
746      7.46000000e-09    3.40764802e-01    2.16436670e-01    2.62018236e-02    6.00007266e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73711314e-01    5.73820407e-01    0.00000000e+00    5.73835606e-01    4.99998273e-01    3.40764802e-01    5.73711314e-01    5.73835606e-01
747      7.47000000e-09    3.40903786e-01    2.14648653e-01    2.61874915e-02    6.00007188e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73696384e-01    5.73805023e-01    0.00000000e+00    5.73820167e-01    4.99998287e-01    3.40903786e-01    5.73696384e-01    5.73820167e-01
748      7.48000000e-09    3.41042769e-01    2.12860635e-01    2.61731595e-02    6.00007111e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73681454e-01    5.73789638e-01    0.00000000e+00    5.73804728e-01    4.99998301e-01    3.41042769e-01    5.73681454e-01    5.73804728e-01
749      7.49000000e-09    3.41181753e-01    2.11072618e-01    2.61588274e-02    6.00007033e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73666524e-01    5.73774254e-01    0.00000000e+00    5.73789290e-01    4.99998315e-01    3.41181753e-01    5.73666524e-01    5.73789290e-01
750      7.50000000e-09    3.41320736e-01    2.09284600e-01    2.61444954e-02    6.00006955e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73651594e-01    5.73758870e-01    0.00000000e+00    5.73773851e-01    4.99998329e-01    3.41320736e-01    5.73651594e-01    5.73773851e-01
751      7.51000000e-09    3.41459720e-01    2.07496583e-01    2.61301633e-02    6.00006877e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73636664e-01    5.73743485e-01    0.00000000e+00    5.73758413e-01    4.99998343e-01    3.41459720e-01    5.73636664e-01    5.73758413e-01
752      7.52000000e-09    3.41598703e-01    2.05708566e-01    2.61158313e-02    6.00006800e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73621734e-01    5.73728101e-01    0.00000000e+00    5.73742974e-01    4.99998357e-01    3.41598703e-01    5.73621734e-01    5.73742974e-01
753      7.53000000e-09    3.41737687e-01    2.03920548e-01    2.61014992e-02    6.00006722e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73606804e-01    5.73712716e-01    0.00000000e+00    5.73727535e-01    4.99998371e-01    3.41737687e-01    5.73606804e-01    5.73727535e-01
754      7.54000000e-09    3.41876670e-01    2.02132531e-01    2.60871672e-02    6.00006644e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73591874e-01    5.73697332e-01    0.00000000e+00    5.73712097e-01    4.99998385e-01    3.41876670e-01    5.73591874e-01    5.73712097e-01
755      7.55000000e-09    3.42015654e-01    2.00344514e-01    2.60728351e-02    6.00006566e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73576944e-01    5.73681947e-01    0.00000000e+00    5.73696658e-01    4.99998399e-01    3.42015654e-01    5.73576944e-01    5.73696658e-01
756      7.56000000e-09    3.42154637e-01    1.98556496e-01    2.60585031e-02    6.00006489e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73562014e-01    5.73666563e-01    0.00000000e+00    5.73681220e-01    4.99998412e-01    3.42154637e-01    5.73562014e-01    5.73681220e-01
757      7.57000000e-09    3.42293621e-01    1.96768479e-01    2.60441710e-02    6.00006411e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73547084e-01    5.73651179e-01    0.00000000e+00    5.73665781e-01    4.99998426e-01    3.42293621e-01    5.73547084e-01    5.73665781e-01
758      7.58000000e-09    3.42432604e-01    1.94980461e-01    2.60298390e-02    6.00006333e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73532154e-01    5.73635794e-01    0.00000000e+00    5.73650342e-01    4.99998440e-01    3.42432604e-01    5.73532154e-01    5.73650342e-01
759      7.59000000e-09    3.42571588e-01    1.93192444e-01    2.60155069e-02    6.00006255e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73517224e-01    5.73620410e-01    0.00000000e+00    5.73634904e-01    4.99998454e-01    3.42571588e-01    5.73517224e-01    5.73634904e-01
760      7.60000000e-09    3.42710571e-01    1.91404427e-01    2.60011749e-02    6.00006178e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73502294e-01    5.73605025e-01    0.00000000e+00    5.73619465e-01    4.99998468e-01    3.42710571e-01    5.73502294e-01    5.73619465e-01
761      7.61000000e-09    3.42842672e-01    1.89624624e-01    2.59762535e-02    6.00006106e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73487872e-01    5.73590184e-01    0.00000000e+00    5.73604573e-01    4.99998481e-01    3.42842672e-01    5.73487872e-01    5.73604573e-01
762      7.62000000e-09    3.42962161e-01    1.87859871e-01    2.59319319e-02    6.00006046e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73474379e-01    5.73576336e-01    0.00000000e+00    5.73590684e-01    4.99998492e-01    3.42962161e-01    5.73474379e-01    5.73590684e-01
763      7.63000000e-09    3.43081651e-01    1.86095117e-01    2.58876102e-02    6.00005985e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73460887e-01    5.73562488e-01    0.00000000e+00    5.73576794e-01    4.99998503e-01    3.43081651e-01    5.73460887e-01    5.73576794e-01
764      7.64000000e-09    3.43201140e-01    1.84330364e-01    2.58432886e-02    6.00005925e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73447394e-01    5.73548641e-01    0.00000000e+00    5.73562904e-01    4.99998514e-01    3.43201140e-01    5.73447394e-01    5.73562904e-01
765      7.65000000e-09    3.43320630e-01    1.82565611e-01    2.57989670e-02    6.00005864e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73433901e-01    5.73534793e-01    0.00000000e+00    5.73549014e-01    4.99998525e-01    3.43320630e-01    5.73433901e-01    5.73549014e-01
766      7.66000000e-09    3.43440119e-01    1.80800858e-01    2.57546454e-02    6.00005804e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73420409e-01    5.73520945e-01    0.00000000e+00    5.73535124e-01    4.99998536e-01    3.43440119e-01    5.73420409e-01    5.73535124e-01
767      7.67000000e-09    3.43559609e-01    1.79036105e-01    2.57103238e-02    6.00005743e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73406916e-01    5.73507098e-01    0.00000000e+00    5.73521234e-01    4.99998547e-01    3.43559609e-01    5.73406916e-01    5.73521234e-01
768      7.68000000e-09    3.43679098e-01    1.77271351e-01    2.56660022e-02    6.00005683e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73393423e-01    5.73493250e-01    0.00000000e+00    5.73507345e-01    4.99998558e-01    3.43679098e-01    5.73393423e-01    5.73507345e-01
769      7.69000000e-09    3.43798588e-01    1.75506598e-01    2.56216805e-02    6.00005622e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73379931e-01    5.73479402e-01    0.00000000e+00    5.73493455e-01    4.99998569e-01    3.43798588e-01    5.73379931e-01    5.73493455e-01
770      7.70000000e-09    3.43918077e-01    1.73741845e-01    2.55773589e-02    6.00005562e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73366438e-01    5.73465555e-01    0.00000000e+00    5.73479565e-01    4.99998580e-01    3.43918077e-01    5.73366438e-01    5.73479565e-01
771      7.71000000e-09    3.44037567e-01    1.71977092e-01    2.55330373e-02    6.00005502e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73352946e-01    5.73451707e-01    0.00000000e+00    5.73465675e-01    4.99998591e-01    3.44037567e-01    5.73352946e-01    5.73465675e-01
772      7.72000000e-09    3.44157056e-01    1.70212338e-01    2.54887157e-02    6.00005441e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73339453e-01    5.73437859e-01    0.00000000e+00    5.73451785e-01    4.99998602e-01    3.44157056e-01    5.73339453e-01    5.73451785e-01
773      7.73000000e-09    3.44276546e-01    1.68447585e-01    2.54443941e-02    6.00005381e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73325960e-01    5.73424012e-01    0.00000000e+00    5.73437895e-01    4.99998613e-01    3.44276546e-01    5.73325960e-01    5.73437895e-01
774      7.74000000e-09    3.44396035e-01    1.66682832e-01    2.54000725e-02    6.00005320e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73312468e-01    5.73410164e-01    0.00000000e+00    5.73424005e-01    4.99998624e-01    3.44396035e-01    5.73312468e-01    5.73424005e-01
775      7.75000000e-09    3.44515525e-01    1.64918079e-01    2.53557508e-02    6.00005260e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73298975e-01    5.73396316e-01    0.00000000e+00    5.73410116e-01    4.99998635e-01    3.44515525e-01    5.73298975e-01    5.73410116e-01
776      7.76000000e-09    3.44635014e-01    1.63153326e-01    2.53114292e-02    6.00005199e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73285482e-01    5.73382469e-01    0.00000000e+00    5.73396226e-01    4.99998646e-01    3.44635014e-01    5.73285482e-01    5.73396226e-01
777      7.77000000e-09    3.44754504e-01    1.61388572e-01    2.52671076e-02    6.00005139e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73271990e-01    5.73368621e-01    0.00000000e+00    5.73382336e-01    4.99998657e-01    3.44754504e-01    5.73271990e-01    5.73382336e-01
778      7.78000000e-09    3.44873993e-01    1.59623819e-01    2.52227860e-02    6.00005078e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73258497e-01    5.73354773e-01    0.00000000e+00    5.73368446e-01    4.99998668e-01    3.44873993e-01    5.73258497e-01    5.73368446e-01
779      7.79000000e-09    3.44993483e-01    1.57859066e-01    2.51784644e-02    6.00005018e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73245004e-01    5.73340926e-01    0.00000000e+00    5.73354556e-01    4.99998679e-01    3.44993483e-01    5.73245004e-01    5.73354556e-01
780      7.80000000e-09    3.45112972e-01    1.56094313e-01    2.51341428e-02    6.00004957e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73231512e-01    5.73327078e-01    0.00000000e+00    5.73340666e-01    4.99998690e-01    3.45112972e-01    5.73231512e-01    5.73340666e-01
781      7.81000000e-09    3.45232462e-01    1.54329559e-01    2.50898211e-02    6.00004897e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73218019e-01    5.73313230e-01    0.00000000e+00    5.73326777e-01    4.99998700e-01    3.45232462e-01    5.73218019e-01    5.73326777e-01
782      7.82000000e-09    3.45337593e-01    1.52624802e-01    2.50237437e-02    6.00004854e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73205723e-01    5.73300647e-01    0.00000000e+00    5.73314159e-01    4.99998709e-01    3.45337593e-01    5.73205723e-01    5.73314159e-01
783      7.83000000e-09    3.45437912e-01    1.50940149e-01    2.49503762e-02    6.00004816e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73193828e-01    5.73288486e-01    0.00000000e+00    5.73301967e-01    4.99998718e-01    3.45437912e-01    5.73193828e-01    5.73301967e-01
784      7.84000000e-09    3.45538232e-01    1.49255496e-01    2.48770088e-02    6.00004778e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73181933e-01    5.73276326e-01    0.00000000e+00    5.73289775e-01    4.99998726e-01    3.45538232e-01    5.73181933e-01    5.73289775e-01
785      7.85000000e-09    3.45638551e-01    1.47570842e-01    2.48036413e-02    6.00004740e-01    6.00000000e-01    0.00000000e+00    0.00000000e+00    6.00000000e-01    5.73170037e-01    5.73264166e-01    0.00000000e+00    5.73277584e-01    4.99998734e-01    3.45638551e-01    5.73170037e-01    5.73277584e-01
